timestamp,hostname,empresa_id,servidor_id,mac_address,ip,cpu,ram,disco,health_score,status_cpu,status_ram,status_disco,temp_max_cpu,status_temperatura,margem_termica,status_margem,temperatura_ambiente,clima,umidade,fan_principal_rpm,indice_resfriamento,status_resfriamento,throttling,bytes_recv,bytes_sent,pack_recv,pack_sent,packet_loss_internet,latency_min_ms,latency_avg_ms,latency_max_ms,lat_adsb_rastreamento,lat_rastreamento_correlacao,lat_correlacao_rotas,lat_rotas_api,lat_api_bd,lat_bd_sync,rastreamento_mbps,rotas_mbps,correlacao_mbps,api_gateway_mbps,bd_mbps,sync_service_mbps,rastreamento_loss,correlacao_loss,rotas_loss,api_loss,bd_loss,sync_loss,opensky_timestamp,total_aeronaves,avg_adsb_update_seconds
2026-05-24 00:07:59,Server-4,5,12,b9:be:64:ca:a7:6b,192.168.144.5,11.1,76.5,20.0,64.13,estavel,alerta,estavel,93.1,alta,1.9,ruim,29.95,nublado,32,2891,41.8,ruim,SIM,623506113,807960989,113475,877058,1.17,21,38.7,182,66.49,90.54,84.8,90.68,74.28,71.28,39.14,36.57,44.76,2.01,16.01,22.63,0.51,0.83,2.71,0.86,2.92,0.62,1767634568,49,50.63
2026-05-24 00:08:59,Server-5,3,15,08:51:67:e3:1f:17,192.168.137.49,98.3,38.6,51.9,37.07,critico,estavel,estavel,56.2,critica,38.8,ruim,17.54,céu limpo,87,3525,99.6,ruim,SIM,523472253,373388720,295783,490642,0.33,9,61.0,183,45.73,48.61,49.1,38.55,47.09,42.79,26.44,42.16,45.18,34.85,17.14,36.49,1.43,2.19,2.13,1.23,0.95,0.99,1791199499,236,46.11
2026-05-24 00:09:59,Server-6,3,1,db:97:f3:a1:64:19,192.168.107.227,81.6,15.3,26.4,58.9,alerta,estavel,estavel,91.3,critica,3.7,boa,32.92,chuva forte,85,3896,77.4,moderada,SIM,690278232,312206569,366754,206655,4.13,8,74.4,148,23.76,59.27,27.94,59.58,30.16,46.72,16.17,1.26,35.65,27.04,1.88,25.82,0.88,0.13,2.49,0.36,1.15,2.13,1766615322,197,11.24
2026-05-24 00:10:59,Server-4,3,2,a6:79:aa:40:dd:b2,192.168.255.204,81.3,36.6,54.1,42.67,alerta,estavel,estavel,68.3,critica,26.7,excelente,16.36,chuva leve,45,3253,62.6,boa,NAO,176311912,434618991,731785,271481,0.23,23,27.2,154,51.95,65.31,53.55,78.55,79.33,11.88,4.24,14.81,4.61,26.56,44.94,29.54,2.94,0.55,1.4,0.39,1.45,1.24,1716368818,97,2.13
2026-05-24 00:11:59,Server-10,5,4,32:61:94:44:7a:98,192.168.67.254,78.4,69.9,52.2,33.17,alerta,estavel,estavel,55.5,critica,39.5,excelente,29.23,chuva forte,52,1229,84.4,boa,NAO,811645666,595586686,374295,379931,0.67,7,39.9,80,55.68,58.37,13.99,85.62,88.31,48.99,30.03,45.56,13.11,10.67,14.03,27.9,1.32,0.98,0.06,0.4,1.75,1.21,1763583199,432,55.36
2026-05-24 00:12:59,Server-1,4,1,d6:06:8a:27:f9:7d,192.168.224.235,42.1,44.0,56.8,52.37,estavel,estavel,estavel,84.8,normal,10.2,excelente,17.51,chuva forte,65,4090,76.6,boa,SIM,898925631,674428669,506813,553893,0.86,5,42.8,122,31.77,45.96,11.1,78.24,34.19,81.15,20.81,12.41,26.11,46.82,47.25,3.86,2.25,0.66,2.18,1.58,1.9,2.81,1762764627,401,52.81
2026-05-24 00:13:59,Server-10,3,17,3f:0b:41:f0:23:bb,192.168.85.225,43.6,97.4,40.4,39.53,estavel,critico,estavel,65.1,normal,29.9,excelente,31.55,céu limpo,41,4163,49.0,moderada,SIM,216671583,814008435,722984,773958,4.89,8,42.3,148,42.15,93.32,81.49,53.85,58.22,13.76,31.0,6.38,2.46,30.46,3.16,39.62,0.55,1.73,1.8,1.52,2.3,2.94,1719624466,356,41.27
2026-05-24 00:14:59,Server-2,4,19,6b:42:40:34:07:19,192.168.180.172,27.7,34.2,54.7,61.13,estavel,estavel,estavel,37.5,critica,57.5,boa,25.42,nublado,38,2312,65.4,ruim,NAO,315152444,100495740,181481,738609,2.69,15,34.1,84,85.6,14.67,97.79,92.74,80.88,17.58,43.03,6.36,36.74,17.09,46.58,7.62,1.33,0.09,2.47,2.99,0.45,0.56,1726918463,166,15.64
2026-05-24 00:15:59,Server-8,2,5,0b:53:1c:a3:f9:cc,192.168.13.151,64.8,32.8,24.7,59.23,estavel,estavel,estavel,70.0,alta,25.0,boa,26.91,chuva forte,47,1912,46.0,ruim,SIM,629767653,769894991,364155,887668,4.63,19,33.7,153,97.77,61.41,75.06,12.77,23.54,22.7,36.88,1.1,45.34,33.52,6.0,34.84,0.2,1.7,2.9,1.79,0.27,0.42,1781535902,274,24.24
2026-05-24 00:16:59,Server-8,5,18,0f:54:dd:38:5a:a2,192.168.102.228,8.4,60.9,34.7,65.33,estavel,estavel,estavel,37.0,alta,58.0,ruim,27.7,chuva leve,76,2517,89.9,boa,NAO,738330030,648830774,426511,344601,2.48,29,54.5,84,28.58,87.61,67.29,78.21,46.26,31.46,31.93,11.34,3.81,38.01,25.45,15.67,1.67,1.16,2.45,0.35,1.26,0.76,1795821915,272,3.74
2026-05-24 00:17:59,Server-5,3,12,cb:b7:dc:b4:57:5d,192.168.20.85,35.6,14.0,32.7,72.57,estavel,estavel,estavel,69.5,alta,25.5,excelente,28.94,chuva leve,46,3216,74.4,boa,SIM,358890842,242771301,843419,203916,3.77,13,21.6,125,88.24,85.75,37.1,33.88,93.27,92.35,19.4,29.9,15.04,27.62,34.3,48.99,2.74,0.82,2.48,0.8,1.69,0.5,1767826440,54,13.32
2026-05-24 00:18:59,Server-9,2,2,d6:d1:9a:df:5e:25,192.168.244.225,9.7,52.2,91.3,48.93,estavel,estavel,alerta,85.2,critica,9.8,boa,34.3,nublado,93,3227,93.7,moderada,SIM,370012398,237902380,175982,222965,4.61,20,28.6,175,52.25,79.44,85.56,57.7,96.26,84.13,15.42,1.13,10.85,44.21,27.08,33.18,2.53,1.83,2.87,1.14,2.9,2.13,1701420738,41,55.96
2026-05-24 00:19:59,Server-2,3,16,5a:d0:04:cd:df:e1,192.168.244.233,84.6,61.5,58.1,31.93,alerta,estavel,estavel,87.0,normal,8.0,ruim,31.95,chuva forte,89,4016,62.8,excelente,SIM,355047730,565897134,481839,455821,2.3,30,25.0,122,83.29,34.76,37.35,28.75,48.9,56.46,21.87,28.21,25.46,21.84,43.84,24.48,2.16,2.81,2.95,1.0,2.16,2.22,1773334018,362,46.52
2026-05-24 00:20:59,Server-3,4,8,0b:2f:07:02:19:63,192.168.66.220,51.2,43.5,43.1,54.07,estavel,estavel,estavel,79.4,critica,15.6,boa,24.35,chuva leve,79,1346,54.6,ruim,SIM,498902374,621391170,142832,385606,1.67,30,26.9,156,46.99,86.87,14.84,42.09,33.83,67.23,48.29,8.22,45.4,36.46,8.68,14.59,0.07,0.18,1.56,0.63,0.97,1.37,1767149750,437,42.58
2026-05-24 00:21:59,Server-5,1,7,02:9f:bd:d5:1d:77,192.168.10.156,24.2,42.0,42.1,63.9,estavel,estavel,estavel,67.7,normal,27.3,excelente,22.08,nublado,94,3699,69.0,boa,SIM,584354395,288035583,341504,546561,0.21,16,24.2,99,83.06,98.22,15.02,96.65,16.76,24.38,35.9,13.49,47.11,49.26,3.46,31.55,2.72,0.6,1.15,0.86,1.53,0.47,1771754077,191,14.12
2026-05-24 00:22:59,Server-4,4,15,a0:34:66:d9:e3:51,192.168.237.12,46.2,84.3,96.9,24.2,estavel,alerta,critico,59.1,normal,35.9,excelente,15.23,chuva leve,80,2174,61.6,boa,SIM,816835195,296106084,650641,749540,1.33,18,54.1,92,87.83,25.07,91.03,90.41,40.7,27.16,2.47,20.53,4.6,2.18,20.28,6.27,2.46,2.09,2.87,2.71,1.07,0.13,1787898746,263,34.42
2026-05-24 00:23:59,Server-1,4,7,0b:9c:d5:ee:77:be,192.168.148.221,44.5,56.5,70.8,42.73,estavel,estavel,estavel,60.1,normal,34.9,ruim,29.13,chuva leve,66,4319,71.6,ruim,NAO,266193736,529293346,819642,854089,2.25,26,79.0,91,12.31,73.67,95.53,64.81,70.92,41.1,31.93,10.32,36.78,2.03,17.14,46.95,0.47,1.19,0.99,0.27,0.1,1.61,1719685364,27,6.67
2026-05-24 00:24:59,Server-3,4,11,c7:1b:62:a9:16:2f,192.168.163.88,25.2,45.4,39.7,63.23,estavel,estavel,estavel,52.2,alta,42.8,ruim,32.22,chuva forte,87,2458,49.2,ruim,SIM,686324530,336165322,306156,211847,3.03,8,49.0,101,27.27,24.54,62.82,51.36,67.99,38.16,39.24,26.34,37.54,25.77,12.32,30.83,0.74,2.71,2.86,1.03,0.31,1.4,1781659765,484,47.34
2026-05-24 00:25:59,Server-9,5,7,fd:05:1d:a3:d3:b6,192.168.0.249,64.5,17.7,73.0,48.27,estavel,estavel,estavel,63.2,normal,31.8,ruim,20.87,chuva leve,34,1271,78.3,ruim,NAO,814153596,217542075,356237,275436,1.56,12,39.6,159,33.85,84.16,31.31,73.46,32.58,11.29,27.18,47.48,34.11,42.6,41.45,28.88,2.78,0.48,1.53,2.42,1.55,0.74,1712755952,355,6.76
2026-05-24 00:26:59,Server-9,4,3,64:22:7d:0c:f8:e1,192.168.228.230,35.3,88.1,37.4,46.4,estavel,alerta,estavel,51.6,critica,43.4,ruim,26.01,céu limpo,80,3381,59.7,ruim,NAO,214367165,653243924,738518,852270,4.01,8,74.7,111,82.71,34.73,67.11,96.27,30.93,75.45,16.29,10.5,42.79,39.22,7.1,5.99,0.71,1.63,2.7,0.45,2.36,1.25,1711635491,105,44.35
2026-05-24 00:27:59,Server-8,1,14,30:a5:60:ff:75:b7,192.168.135.249,69.2,80.5,25.7,41.53,estavel,alerta,estavel,52.2,normal,42.8,ruim,22.39,nublado,85,2706,65.2,moderada,NAO,384144042,840618668,366654,138628,3.49,28,66.1,142,39.2,76.24,98.05,75.78,92.79,71.43,35.7,24.79,49.12,24.85,48.67,7.12,2.99,1.3,1.48,0.84,2.54,0.78,1749330281,384,15.88
2026-05-24 00:28:59,Server-6,1,9,28:40:bd:6c:b3:ab,192.168.139.70,53.1,83.6,54.2,36.37,estavel,alerta,estavel,68.5,critica,26.5,excelente,25.7,nublado,69,3656,54.1,ruim,SIM,807872909,834172847,335074,258898,1.83,13,40.1,117,59.6,88.63,56.31,20.64,48.71,84.95,17.54,31.54,8.33,38.73,28.32,17.56,0.68,2.95,1.66,2.51,0.12,1.37,1752478497,347,45.1
2026-05-24 00:29:59,Server-6,3,17,64:65:49:43:97:4a,192.168.203.187,58.1,58.7,99.8,27.8,estavel,estavel,critico,53.8,normal,41.2,excelente,29.05,chuva forte,89,3426,80.8,boa,SIM,782661507,870421238,563260,806687,4.39,29,47.0,174,10.66,69.64,73.56,18.25,73.15,82.34,30.71,8.28,6.59,26.23,43.67,3.9,1.41,0.64,0.68,0.57,0.92,2.41,1769423036,207,12.57
2026-05-24 00:30:59,Server-8,5,1,14:e0:3f:79:66:2f,192.168.53.120,23.7,82.7,35.8,52.6,estavel,alerta,estavel,48.1,normal,46.9,boa,30.63,céu limpo,32,3229,71.5,boa,NAO,819679490,311183586,646097,428198,3.76,8,56.1,155,33.83,67.5,36.0,75.52,51.1,57.66,11.92,36.17,30.63,43.02,2.23,43.86,0.46,2.16,1.8,1.93,1.41,0.62,1778843649,380,38.72
2026-05-24 00:31:59,Server-2,3,11,e1:66:cd:40:ff:ca,192.168.146.5,7.1,75.3,97.2,40.13,estavel,alerta,critico,43.2,normal,51.8,excelente,25.65,chuva forte,45,2525,42.7,moderada,NAO,260154054,100959839,147532,397055,1.21,29,22.4,92,99.92,25.63,10.97,86.67,16.49,47.43,46.78,16.52,14.57,43.2,42.76,15.79,0.38,0.68,1.14,2.31,0.57,0.33,1770658163,348,26.66
2026-05-24 00:32:59,Server-7,1,19,d6:51:e8:a2:78:af,192.168.37.162,72.0,44.6,62.8,40.2,alerta,estavel,estavel,40.5,alta,54.5,boa,17.29,nublado,32,2970,40.3,moderada,NAO,786208176,785647594,757270,209403,4.95,25,73.5,100,40.95,89.15,66.9,46.84,37.55,25.98,40.67,18.09,12.83,9.11,15.56,43.3,1.7,0.02,0.32,0.14,1.97,0.88,1738587681,276,25.1
2026-05-24 00:33:59,Server-1,3,6,ec:ee:75:3b:b3:12,192.168.207.24,65.0,85.7,84.5,21.6,estavel,alerta,alerta,36.3,normal,58.7,ruim,33.91,céu limpo,88,2600,62.8,excelente,NAO,207973732,622620408,246265,270347,0.17,14,41.9,91,52.7,22.34,24.34,53.46,26.08,40.26,41.95,26.79,13.27,38.5,40.76,22.72,0.73,0.38,2.69,1.11,1.53,0.47,1723738786,412,6.43
2026-05-24 00:34:59,Server-2,3,15,5b:b5:d7:86:3d:f0,192.168.67.217,22.3,45.6,95.2,45.63,estavel,estavel,critico,47.5,normal,47.5,excelente,29.59,chuva leve,53,1819,85.2,excelente,SIM,794654425,736482973,137921,720276,1.12,19,74.8,91,11.81,80.09,93.39,25.46,99.99,54.6,41.11,48.59,26.34,9.68,1.94,11.21,2.51,2.49,2.36,0.05,2.31,0.62,1726387915,245,50.64
2026-05-24 00:35:59,Server-3,1,9,52:39:c3:71:6e:a0,192.168.26.45,7.6,79.3,32.5,60.2,estavel,alerta,estavel,49.2,alta,45.8,excelente,28.54,chuva forte,70,2076,83.0,excelente,NAO,889001836,406927848,619588,531603,2.13,15,22.0,100,69.58,22.71,13.77,56.73,72.37,68.33,1.59,46.03,28.44,16.38,22.49,2.54,1.61,2.67,2.48,1.09,1.21,1.26,1786212165,136,8.32
2026-05-24 00:36:59,Server-8,3,9,a5:a0:32:4d:6a:90,192.168.176.62,53.9,72.0,94.1,26.67,estavel,estavel,alerta,79.7,critica,15.3,boa,22.68,chuva leve,59,1896,86.7,ruim,SIM,152601714,267034971,827993,534298,2.9,13,44.8,96,79.62,37.58,31.95,19.92,33.36,15.2,4.28,9.98,18.0,14.32,38.61,26.54,0.64,0.44,0.0,1.72,1.68,0.35,1730697478,404,43.24
2026-05-24 00:37:59,Server-3,4,18,1b:e3:b1:b3:a6:af,192.168.94.234,20.8,19.1,89.3,56.93,estavel,estavel,alerta,42.8,alta,52.2,ruim,28.47,céu limpo,76,1805,90.9,excelente,SIM,244229189,691686763,637364,851664,1.88,27,72.2,99,74.53,15.71,60.35,14.37,87.7,56.84,37.13,42.73,38.49,2.34,35.61,29.63,1.38,2.61,2.36,1.54,2.9,0.58,1723155415,151,46.55
2026-05-24 00:38:59,Server-4,2,7,ba:40:f7:0b:63:da,192.168.154.60,29.7,51.6,97.2,40.5,estavel,estavel,critico,42.0,normal,53.0,ruim,15.59,chuva forte,63,2325,66.8,excelente,NAO,676495767,664514747,256882,351134,1.34,19,32.8,120,84.22,39.89,32.08,18.59,41.87,17.49,23.89,27.6,21.52,9.25,31.13,30.84,0.15,2.99,1.92,0.87,2.69,1.91,1736548581,81,35.83
2026-05-24 00:39:59,Server-5,2,9,d4:3f:49:1d:6d:e1,192.168.85.197,20.4,38.3,47.1,64.73,estavel,estavel,estavel,94.4,normal,0.6,boa,19.73,chuva forte,69,1750,83.3,moderada,SIM,201836747,134572735,369409,590025,3.61,7,73.4,167,41.65,51.82,34.15,38.99,46.14,10.77,31.83,15.24,23.86,42.01,13.55,23.23,2.11,2.77,2.81,0.11,1.7,2.92,1792514154,276,16.29
2026-05-24 00:40:59,Server-8,2,14,d2:c8:cf:80:79:98,192.168.93.202,84.9,18.9,79.7,38.83,alerta,estavel,estavel,61.2,normal,33.8,boa,15.59,nublado,62,1657,44.3,boa,NAO,329183145,688452822,731034,101396,1.36,30,20.2,183,24.43,69.52,73.42,60.08,46.41,29.45,28.59,45.93,14.66,7.74,23.28,40.79,2.29,0.41,0.27,0.7,2.41,1.94,1747770800,94,31.92
2026-05-24 00:41:59,Server-9,3,7,b0:ca:f2:b8:f1:2d,192.168.104.158,8.0,51.1,84.5,52.13,estavel,estavel,alerta,44.3,alta,50.7,boa,22.25,céu limpo,78,2021,95.0,ruim,SIM,199498244,745076890,899585,553131,0.62,21,62.6,143,34.18,54.25,84.66,88.38,28.72,93.73,24.19,36.72,32.79,7.33,13.32,37.56,1.71,0.03,0.73,0.67,1.0,1.19,1740772567,419,57.7
2026-05-24 00:42:59,Server-9,4,20,d4:5d:a5:a3:82:29,192.168.230.145,99.0,15.8,45.5,46.57,critico,estavel,estavel,51.2,critica,43.8,excelente,26.88,chuva leve,100,2558,49.2,moderada,SIM,684414547,880303952,430266,527312,4.33,24,40.0,108,41.58,75.36,79.95,88.92,27.51,83.32,46.45,22.95,39.56,9.46,45.75,46.33,2.08,2.61,2.81,1.26,0.07,0.5,1742467634,145,44.68
2026-05-24 00:43:59,Server-10,3,16,b0:01:f5:8c:a7:c2,192.168.89.120,46.0,79.8,44.1,43.37,estavel,alerta,estavel,63.8,alta,31.2,ruim,27.55,chuva forte,58,2126,73.2,moderada,SIM,678693526,555955311,569726,560725,0.94,27,59.3,172,96.0,40.94,42.28,89.28,61.52,82.47,46.2,25.4,11.66,35.3,23.4,30.38,1.42,2.19,2.18,1.21,2.94,1.06,1709897569,332,2.1
2026-05-24 00:44:59,Server-7,3,19,44:79:d9:91:6c:c4,192.168.116.174,32.7,39.0,49.1,59.73,estavel,estavel,estavel,42.3,critica,52.7,boa,17.75,nublado,90,2241,73.5,boa,SIM,171505623,118861967,470757,222856,4.46,15,47.4,83,99.61,68.25,90.22,77.43,27.5,61.76,32.57,44.39,19.46,37.66,41.04,35.72,0.57,2.53,2.22,0.52,2.54,0.04,1754056461,300,31.69
2026-05-24 00:45:59,Server-3,5,11,b4:2d:dd:0c:46:24,192.168.235.49,64.9,92.3,91.0,17.27,estavel,critico,alerta,59.6,critica,35.4,ruim,19.31,chuva leve,73,1598,98.5,boa,SIM,800289238,329772400,553016,275135,2.24,9,68.8,165,20.3,58.01,92.79,24.62,87.2,24.56,8.09,49.41,47.31,17.2,41.37,32.96,1.05,0.35,0.58,0.82,1.0,0.84,1761728859,260,8.67
2026-05-24 00:46:59,Server-5,4,4,44:10:46:e1:14:57,192.168.170.143,18.0,72.4,71.6,46.0,estavel,estavel,estavel,57.9,normal,37.1,excelente,27.96,nublado,35,2218,67.0,boa,SIM,329573496,270035608,245070,476212,2.24,30,29.2,132,47.52,99.53,56.71,56.32,64.02,95.49,35.77,49.24,16.06,49.61,37.59,35.82,2.49,1.04,1.18,2.6,2.92,1.06,1751772484,476,28.01
2026-05-24 00:47:59,Server-3,2,18,42:4d:02:52:69:c7,192.168.217.112,37.5,57.1,36.5,56.3,estavel,estavel,estavel,52.8,normal,42.2,ruim,30.8,nublado,43,1480,46.3,ruim,SIM,562115080,887685067,226713,421423,2.53,21,66.0,157,98.2,27.94,58.41,30.81,65.83,13.96,42.02,45.92,43.61,36.66,26.25,28.49,1.37,1.22,2.99,1.77,2.33,1.15,1755715226,472,42.44
2026-05-24 00:48:59,Server-2,1,6,d9:6f:bb:9d:68:20,192.168.47.224,65.7,66.9,62.4,35.0,estavel,estavel,estavel,77.9,critica,17.1,ruim,15.22,chuva forte,74,1703,93.4,moderada,NAO,672893018,153909986,170684,168269,0.25,16,73.1,107,78.18,68.61,23.24,16.92,51.77,53.32,36.88,28.61,1.94,33.34,47.21,49.02,0.75,1.45,1.6,1.44,0.73,0.59,1755525892,465,3.19
